Position_side,Code,Stock_Name,Quantity,Can_sell_qty,Nominal_price,Cost_price,Cost_price_valid,Market_val,pl_ratio,pl_ratio_valid,pl_val,pl_val_valid,Today_pl_val,Today_buy_qty,Today_buy_val,Today_sell_qty,Today_sell_val,Unrealized_pl,Realized_pl
LONG,HK.00002,中电控股,2000.0,2000.0,75.3,76.2,True,150600.0,-1.1811023622047,True,-1800.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.00823,领展房产基金,600.0,600.0,61.45,62.96,True,36870.0,-2.3957643944408,True,-905.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.00388,香港交易所,300.0,300.0,376.4,368.6,True,112920.0,2.1161150298426,True,2340.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.01299,友邦保险,1200.0,1200.0,75.05,75.38,True,90060.0,-0.44218439089100003,True,-400.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.02382,舜宇光学科技,100.0,100.0,124.1,147.8,True,12410.0,-16.035182679296,True,-2370.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.00023,东亚银行,600.0,600.0,17.76,18.16,True,10656.0,-2.2026431718062,True,-240.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.02313,申洲国际,200.0,200.0,109.3,110.4,True,21860.0,-0.9963768115942,True,-220.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.00011,恒生银行,200.0,200.0,120.9,124.95,True,24180.0,-3.2412965186074,True,-810.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LONG,HK.00066,港铁公司,1000.0,1000.0,40.05,40.1,True,40050.0,-0.12468827930174999,True,-50.0,True,0.0,0.0,0.0,0.0,0.0,N/A,N/A
