power,total_assets,cash,market_val,frozen_cash,avl_withdrawal_cash,currency,available_funds,unrealized_pl,realized_pl,risk_level,initial_margin,maintenance_margin,hk_cash,hk_avl_withdrawal_cash,us_cash,us_avl_withdrawal_cash
111863.3,981643.47,513347.47,468296.0,401484.17,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
