update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,2.63,190110733.0,502808436.0,0.9009999999999999,2.64,2.63,6468000.0,1690000.0,2.6439999999999997,2.9739999999999998,34.485,1.765
