update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,2.72,95215343.0,259467255.0,0.31,2.72,2.71,962000.0,5034000.0,2.725,3.273,29.636,1.785
