update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:55,1.18,155752353.0,178557731.0,0.722,1.18,1.17,500000.0,2525000.0,1.146,8.036,-2.358,2.7460000000000004
