update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,2.32,6478000.0,14789850.0,0.305,2.33,2.32,58000.0,9000.0,2.283,4.255,9.182,0.726
