update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,371.2,3028743.0,1122911880.0,0.239,371.2,371.0,7800.0,7600.0,370.751,1.5130000000000001,-72.779,0.56
