update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,3.59,17908178.0,63686293.0,0.419,3.59,3.58,38000.0,126000.0,3.556,1.95,55.327,1.712
