update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:55,0.79,9648000.0,7594120.0,0.11900000000000001,0.8,0.79,2174000.0,126000.0,0.787,3.7969999999999997,-2.521,0.894
