update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,5.68,294307773.0,1667485519.0,0.122,5.68,5.67,1910000.0,172000.0,5.665,1.4080000000000001,29.724,1.3880000000000001
