update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:55,0.142,42032520.0,5845383.0,0.452,0.14300000000000002,0.141,1856000.0,16000.0,0.139,9.231,-65.988,5.7829999999999995
