update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,14.9,3502188.0,52176772.0,0.376,14.92,14.9,37000.0,19000.0,14.898,2.685,-18.239,0.812
