update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,50.35,6242401.0,312657492.0,0.162,50.35,50.2,29500.0,1500.0,50.086000000000006,2.4730000000000003,-3.011,1.018
