update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,0.64,44257000.0,25288890.0,0.7190000000000001,0.64,0.63,474000.0,2645000.0,0.5710000000000001,25.49,60.512,0.9209999999999999
