update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,8.81,12627136.0,110492347.0,0.149,8.82,8.81,13500.0,49000.0,8.75,2.945,-5.846,1.103
