update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,16.6,52584966.0,870712286.0,0.536,16.64,16.6,8000.0,159000.0,16.558,3.19,-12.574000000000002,0.732
