update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,0.01,10720000.0,64080.0,0.006,0.01,0.0,1486480000.0,0.0,0.005,0.0,-100.0,0.992
