update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio
2020-08-03 16:08:56,52.45,6405563.0,334584702.0,0.14800000000000002,52.55,52.45,1000.0,31000.0,52.233000000000004,2.273,-5.556,0.735
