update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio,MA5,MA20,MA diff
2020-08-13 13:44:13,23.25,3738341.0,87008274.0,0.034,23.3,23.25,148500.0,158500.0,23.274,1.935,0.696,0.433,,,
2020-08-13 13:45:03,23.3,3744341.0,87147999.0,0.034,23.3,23.25,156000.0,157000.0,23.274,1.935,0.20800000000000002,0.431,,,
2020-08-13 13:46:05,23.3,3749841.0,87276124.0,0.034,23.3,23.25,151000.0,150500.0,23.274,1.935,0.157,0.429,,,
2020-08-13 13:47:37,23.25,3750841.0,87299399.0,0.034,23.3,23.25,150500.0,149000.0,23.274,1.935,0.052000000000000005,0.4270000000000001,,,
2020-08-13 13:48:36,23.3,3752841.0,87345949.0,0.034,23.3,23.25,149500.0,152000.0,23.274,1.935,0.087,0.425,23.279999999999998,,
2020-08-13 13:49:25,23.3,3766841.0,87672124.0,0.034,23.3,23.25,155000.0,151000.0,23.274,1.935,-0.122,0.424,23.29,,
2020-08-13 13:50:16,23.3,3780841.0,87998274.0,0.035,23.3,23.25,152500.0,155500.0,23.274,1.935,-0.244,0.423,23.29,,
2020-08-13 13:51:09,23.3,3787841.0,88161224.0,0.035,23.3,23.25,155000.0,162500.0,23.274,1.935,-0.5579999999999999,0.423,23.29,,
2020-08-13 13:52:40,23.25,3789341.0,88196124.0,0.035,23.3,23.25,156000.0,149000.0,23.274,1.935,-0.715,0.421,23.29,,
2020-08-13 13:52:40,23.25,3789341.0,88196124.0,0.035,23.3,23.25,155000.0,150000.0,23.274,1.935,-0.121,0.419,23.279999999999998,,
2020-08-13 13:54:41,23.25,3976341.0,92544199.0,0.036000000000000004,23.25,23.2,25500.0,138000.0,23.273000000000003,1.935,0.07200000000000001,0.417,23.269999999999996,,
2020-08-13 13:55:03,23.2,3988341.0,92822599.0,0.036000000000000004,23.25,23.2,127500.0,120000.0,23.273000000000003,1.935,-0.47700000000000004,0.436,23.249999999999996,,
2020-08-13 13:55:03,23.2,3990841.0,92880599.0,0.036000000000000004,23.25,23.2,129500.0,121000.0,23.273000000000003,1.935,-0.417,0.434,23.229999999999997,,
