update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio,MA5,MA20,MA diff
2020-08-13 13:41:18,372.0,1627341.0,606348252.0,0.128,372.0,371.8,9400.0,4700.0,372.6,1.6219999999999999,3.364,0.423,,,
2020-08-13 13:41:18,372.0,1627741.0,606497052.0,0.128,372.0,371.8,14900.0,5100.0,372.6,1.622,3.855,0.42,,,
2020-08-13 13:41:18,372.0,1628841.0,606906252.0,0.128,372.0,371.8,10800.0,5800.0,372.6,1.6219999999999999,4.367,0.418,,,
2020-08-13 13:47:37,371.6,1635441.0,609360032.0,0.129,371.8,371.6,3200.0,6200.0,372.596,1.622,11.285,0.418,,,
2020-08-13 13:48:37,371.8,1640641.0,611293372.0,0.129,372.0,371.8,12700.0,3100.0,372.594,1.6219999999999999,5.369,0.41700000000000004,371.88,,
2020-08-13 13:49:19,371.8,1645341.0,613040892.0,0.13,371.8,371.6,3100.0,13800.0,372.591,1.622,17.274,0.416,371.84,,
2020-08-13 13:50:35,372.0,1660241.0,618583092.0,0.131,372.2,371.8,2500.0,800.0,372.586,1.6219999999999999,2.286,0.418,371.84,,
2020-08-13 13:50:35,372.0,1660541.0,618694692.0,0.131,372.0,371.8,800.0,1700.0,372.586,1.622,7.239,0.416,371.84,,
2020-08-13 13:52:32,371.6,1663654.0,619851906.0,0.131,372.0,371.6,9500.0,14400.0,372.584,1.6219999999999999,11.222000000000001,0.414,371.84,,
2020-08-13 13:53:42,371.6,1664876.0,620306126.0,0.131,371.8,371.6,3900.0,14300.0,372.583,1.622,16.349,0.413,371.79999999999995,,
2020-08-13 13:54:04,371.8,1670476.0,622388206.0,0.132,372.0,371.6,12200.0,14300.0,372.58099999999996,1.6219999999999999,9.389,0.41100000000000003,371.79999999999995,,
2020-08-13 13:55:14,371.8,1673776.0,623615246.0,0.132,371.8,371.6,3000.0,14000.0,372.579,1.622,14.624,0.411,371.75999999999993,,
2020-08-13 13:56:47,371.6,1689376.0,629412066.0,0.133,371.6,371.4,400.0,1100.0,372.57,1.6219999999999999,5.9,0.41200000000000003,371.67999999999995,,
2020-08-13 13:57:35,371.8,1690576.0,629858046.0,0.133,371.8,371.6,3700.0,900.0,372.57,1.622,4.948,0.411,371.71999999999997,,
2020-08-13 13:58:49,371.6,1692676.0,630638566.0,0.134,371.8,371.6,3300.0,1500.0,372.56800000000004,1.6219999999999999,8.048,0.409,371.71999999999997,,
2020-08-13 14:00:05,372.0,1704076.0,634878566.0,0.134,372.2,371.8,2900.0,300.0,372.564,1.622,0.14300000000000002,0.41,371.76,,
2020-08-13 14:00:36,372.2,1704176.0,634915786.0,0.134,372.2,371.8,4000.0,2500.0,372.564,1.6219999999999999,0.9009999999999999,0.40700000000000003,371.84000000000003,,
2020-08-13 14:02:04,372.0,1705676.0,635474006.0,0.135,372.2,371.8,6300.0,1200.0,372.564,1.622,-4.975,0.407,371.91999999999996,,
2020-08-13 14:02:17,371.8,1707776.0,636254826.0,0.135,372.0,371.6,4500.0,1200.0,372.56300000000016,1.6219999999999999,3.7739999999999996,0.405,371.92,,
2020-08-13 14:04:13,371.6,1709376.0,636849466.0,0.135,372.0,371.4,8700.0,1900.0,372.562,1.622,3.2710000000000004,0.403,371.9200000000001,371.83000000000004,0.09000000000003183
2020-08-13 14:05:11,371.6,1710576.0,637295626.0,0.135,371.6,371.4,2100.0,3500.0,372.56199999999995,1.6219999999999999,7.41,0.402,371.84000000000003,371.81000000000006,0.029999999999972715
2020-08-13 14:06:06,371.8,1720331.0,640919368.0,0.136,371.8,371.6,900.0,700.0,372.555,1.622,3.448,0.402,371.7600000000001,371.80000000000007,-0.03999999999996362
2020-08-13 14:06:38,371.2,1723031.0,641922168.0,0.136,371.2,371.0,1100.0,7100.0,372.55400000000003,1.6219999999999999,9.394,0.4,371.6000000000001,371.7600000000001,-0.160000000000025
2020-08-13 14:08:10,371.0,1723531.0,642107688.0,0.136,371.2,371.0,1800.0,7000.0,372.55300000000005,1.622,6.816,0.399,371.4400000000001,371.7300000000001,-0.2899999999999636
2020-08-13 14:09:25,371.0,1725731.0,642924288.0,0.136,371.2,371.0,1500.0,7100.0,372.551,1.6219999999999999,6.569,0.397,371.32000000000016,371.69000000000005,-0.36999999999989086
2020-08-13 14:10:12,371.4,1731931.0,645225908.0,0.13699999999999998,371.4,371.2,1100.0,500.0,372.547,1.622,-1.887,0.397,371.2800000000002,371.67,-0.3899999999998158
2020-08-13 14:11:13,371.2,1733931.0,645968388.0,0.13699999999999998,371.4,371.2,800.0,800.0,372.545,1.6219999999999999,-4.1080000000000005,0.395,371.1600000000002,371.63,-0.4699999999997999
2020-08-13 14:12:06,371.4,1734931.0,646339788.0,0.13699999999999998,371.6,371.4,1700.0,1200.0,372.544,1.622,-4.709,0.393,371.20000000000016,371.6,-0.3999999999998636
2020-08-13 14:12:51,371.6,1735331.0,646488428.0,0.13699999999999998,371.6,371.4,2300.0,1500.0,372.54400000000004,1.6219999999999999,-1.993,0.392,371.32000000000016,371.6,-0.27999999999985903
2020-08-13 14:13:48,371.8,1738131.0,647529008.0,0.13699999999999998,371.8,371.6,1300.0,1800.0,372.543,1.622,3.961,0.391,371.4800000000002,371.61,-0.12999999999982492
2020-08-13 14:13:48,371.8,1739931.0,648198248.0,0.13699999999999998,371.8,371.6,900.0,2600.0,372.542,1.6219999999999999,5.455,0.389,371.56000000000023,371.61,-0.049999999999783995
2020-08-13 14:16:36,371.8,1741031.0,648607248.0,0.13699999999999998,372.0,371.8,10300.0,300.0,372.542,1.622,5.962999999999999,0.388,371.68000000000023,371.61,0.07000000000022055
2020-08-13 14:17:11,371.8,1742131.0,649016248.0,0.13699999999999998,372.0,371.6,11700.0,6800.0,372.541,1.6219999999999999,5.71,0.386,371.7600000000002,371.62,0.14000000000021373
2020-08-13 14:18:07,372.0,1742431.0,649127848.0,0.13699999999999998,372.0,371.8,12500.0,900.0,372.541,1.622,5.277,0.385,371.84000000000026,371.63,0.21000000000026375
2020-08-13 14:19:30,371.8,1744131.0,649759908.0,0.138,372.0,371.8,19100.0,3100.0,372.54,1.6219999999999999,0.44,0.38299999999999995,371.84000000000026,371.64,0.20000000000027285
2020-08-13 14:20:52,371.6,1752431.0,652844848.0,0.138,371.6,371.2,2200.0,1300.0,372.536,1.622,-0.39,0.383,371.8000000000003,371.62,0.18000000000029104
2020-08-13 14:21:40,371.4,1753531.0,653253348.0,0.138,371.4,371.2,1900.0,1500.0,372.535,1.6219999999999999,-3.0460000000000003,0.381,371.7200000000003,371.58,0.14000000000032742
2020-08-13 14:21:40,371.4,1753631.0,653290488.0,0.138,371.4,371.2,2800.0,2600.0,372.535,1.622,-2.464,0.38,371.64000000000027,371.54999999999995,0.09000000000031605
2020-08-13 14:23:41,371.6,1761831.0,656338828.0,0.139,371.6,371.4,4300.0,1600.0,372.532,1.6219999999999999,-9.401,0.38,371.5600000000003,371.53999999999996,0.02000000000032287
2020-08-13 14:24:52,371.4,1764531.0,657341648.0,0.139,371.4,371.2,2700.0,2300.0,372.53,1.622,-9.67,0.379,371.48000000000036,371.5299999999999,-0.04999999999955662
2020-08-13 14:24:52,371.4,1773831.0,660795668.0,0.14,371.6,371.2,700.0,12000.0,372.524,1.6219999999999999,0.0,0.379,371.44000000000034,371.51999999999987,-0.07999999999952934
2020-08-13 14:27:04,371.4,1774331.0,660981348.0,0.14,371.6,371.2,1400.0,6500.0,372.524,1.622,-3.44,0.378,371.44000000000034,371.4999999999999,-0.059999999999547526
2020-08-13 14:27:04,371.4,1775631.0,661464168.0,0.14,371.6,371.2,1200.0,6700.0,372.523,1.6219999999999999,-2.5669999999999997,0.376,371.44000000000034,371.5099999999999,-0.06999999999953843
2020-08-13 14:29:10,371.6,1778131.0,662392208.0,0.14,371.6,371.4,1600.0,800.0,372.521,1.622,-1.793,0.375,371.44000000000034,371.53999999999985,-0.09999999999951115
2020-08-13 14:29:10,371.6,1779632.0,662949979.0,0.14,371.6,371.4,1100.0,5700.0,372.52,1.6219999999999999,4.6110000000000015,0.373,371.4800000000003,371.5699999999999,-0.08999999999957708
2020-08-13 14:31:10,371.8,1781532.0,663656159.0,0.141,371.8,371.6,8900.0,1200.0,372.519,1.622,2.564,0.3720000000000001,371.5600000000003,371.5899999999999,-0.029999999999631655
2020-08-13 14:31:10,371.8,1782632.0,664065139.0,0.141,371.8,371.6,10000.0,3000.0,372.519,1.6219999999999999,-1.829,0.3720000000000001,371.6400000000003,371.61999999999995,0.020000000000379714
2020-08-13 14:33:12,372.0,1794032.0,668303759.0,0.142,372.0,371.8,17300.0,5700.0,372.514,1.622,3.445,0.3720000000000001,371.76000000000033,371.65,0.1100000000003547
2020-08-13 14:34:37,372.0,1796232.0,669122139.0,0.142,372.0,371.8,14500.0,4300.0,372.514,1.6219999999999999,4.371,0.371,371.8400000000003,371.66999999999996,0.17000000000035698
2020-08-13 14:35:18,372.2,1823232.0,679168139.0,0.14400000000000002,372.4,372.2,3700.0,5200.0,372.507,1.622,3.435,0.375,371.9600000000003,371.68999999999994,0.2700000000003797
2020-08-13 14:36:39,372.6,1834532.0,683376779.0,0.145,372.8,372.6,3600.0,6100.0,372.50699999999995,1.6219999999999999,-4.725,0.375,372.1200000000003,371.7299999999999,0.39000000000038426
2020-08-13 14:37:38,372.8,1836232.0,684010279.0,0.145,372.8,372.6,3600.0,8500.0,372.507,1.622,4.532,0.374,372.3200000000003,371.7799999999999,0.5400000000003615
2020-08-13 14:38:30,372.6,1837032.0,684308419.0,0.145,372.8,372.6,5200.0,8500.0,372.50699999999995,1.6219999999999999,2.995,0.373,372.44000000000034,371.81999999999994,0.6200000000004025
2020-08-13 14:39:51,372.0,1852079.0,689913009.0,0.146,372.2,371.8,3300.0,15100.0,372.507,1.622,20.925,0.374,372.44000000000034,371.81999999999994,0.6200000000004025
2020-08-13 14:39:51,372.0,1852479.0,690061809.0,0.146,372.0,371.8,2100.0,15300.0,372.50699999999995,1.6219999999999999,32.235,0.373,372.4000000000003,371.8299999999999,0.5700000000003911
2020-08-13 14:41:13,372.0,1852779.0,690173369.0,0.146,372.0,371.8,3500.0,15300.0,372.507,1.622,30.286,0.371,372.28000000000037,371.8499999999999,0.43000000000046157
2020-08-13 14:43:13,372.0,1853582.0,690472040.0,0.146,372.0,371.8,3700.0,14200.0,372.506,1.6219999999999999,29.278000000000002,0.37,372.1200000000004,371.87999999999994,0.24000000000046384
2020-08-13 14:44:20,372.0,1855282.0,691104180.0,0.146,372.0,371.8,3600.0,13000.0,372.506,1.622,29.285,0.368,372.00000000000045,371.90999999999997,0.09000000000048658
2020-08-13 14:45:13,372.0,1856282.0,691476060.0,0.146,372.0,371.8,5300.0,12500.0,372.505,1.6219999999999999,28.266,0.366,372.00000000000045,371.92999999999995,0.07000000000050477
2020-08-13 14:47:09,372.2,1863882.0,694303500.0,0.147,372.4,372.0,3600.0,5500.0,372.503,1.622,0.214,0.366,372.0400000000004,371.9699999999999,0.07000000000050477
2020-08-13 14:48:40,372.2,1872782.0,697614480.0,0.14800000000000002,372.2,371.8,700.0,16000.0,372.501,1.6219999999999999,19.605999999999998,0.365,372.0800000000004,372.00999999999993,0.07000000000044793
2020-08-13 14:49:32,372.0,1873982.0,698061020.0,0.14800000000000002,372.2,371.8,3000.0,16200.0,372.501,1.622,20.163,0.364,372.0800000000004,372.03999999999996,0.04000000000041837
2020-08-13 14:49:32,372.0,1874682.0,698321420.0,0.14800000000000002,372.0,371.8,2100.0,14100.0,372.501,1.6219999999999999,31.013,0.363,372.0800000000004,372.07,0.010000000000388809
2020-08-13 14:52:05,372.0,1879282.0,700031780.0,0.14800000000000002,372.0,371.8,5500.0,13000.0,372.499,1.622,27.389,0.361,372.0800000000004,372.09,-0.009999999999593001
2020-08-13 14:53:03,370.8,1932582.0,719824260.0,0.152,370.8,370.6,2500.0,5500.0,372.467,1.6219999999999999,24.951999999999998,0.37,371.8000000000004,372.04999999999995,-0.24999999999954525
