update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio,MA5,MA20,MA diff
2020-08-13 13:43:04,83.05,9447104.0,785105834.0,0.127,83.05,83.0,69000.0,50500.0,83.105,1.5019999999999998,-9.552,0.7509999999999999,,,
2020-08-13 13:43:04,83.05,9451604.0,785479484.0,0.127,83.05,83.0,92000.0,52000.0,83.105,1.5019999999999998,8.417,0.747,,,
2020-08-13 13:46:16,83.0,9463604.0,786475709.0,0.127,83.05,83.0,89000.0,59500.0,83.105,1.5019999999999998,6.4170000000000025,0.743,,,
2020-08-13 13:47:14,83.0,9532604.0,792202797.0,0.128,83.0,82.95,103000.0,27000.0,83.104,1.5019999999999998,-16.909000000000002,0.745,,,
2020-08-13 13:47:14,83.0,9540104.0,792825222.0,0.128,83.0,82.95,56500.0,32500.0,83.104,1.5019999999999998,-16.637,0.741,83.02000000000001,,
2020-08-13 13:49:04,82.95,9550104.0,793654884.0,0.128,83.0,82.95,67000.0,42000.0,83.104,1.5019999999999998,-15.602,0.738,83.0,,
2020-08-13 13:50:45,83.05,9623104.0,799713959.0,0.129,83.05,83.0,46500.0,88000.0,83.103,1.5019999999999998,-2.647,0.736,83.0,,
2020-08-13 13:50:45,83.05,9627104.0,800046159.0,0.129,83.05,83.0,59000.0,45000.0,83.103,1.5019999999999998,11.855,0.737,83.01,,
2020-08-13 13:52:48,82.95,9704104.0,806436147.0,0.13,83.0,82.9,41500.0,37000.0,83.102,1.5019999999999998,-21.124,0.738,83.0,,
2020-08-13 13:52:48,82.95,9707254.0,806697382.0,0.13,83.0,82.9,56500.0,44500.0,83.102,1.5019999999999998,-20.605,0.736,82.99,,
2020-08-13 13:54:26,82.9,9726754.0,808314482.0,0.131,82.95,82.9,11000.0,39500.0,83.102,1.5019999999999998,-20.979,0.733,82.98,,
2020-08-13 13:54:26,82.9,9740254.0,809433894.0,0.131,82.95,82.9,23500.0,37000.0,83.101,1.5019999999999998,-18.340999999999998,0.73,82.95000000000002,,
2020-08-13 13:56:34,82.9,9782754.0,812957344.0,0.131,82.95,82.9,133500.0,11000.0,83.101,1.5019999999999998,-28.59,0.728,82.92000000000002,,
2020-08-13 13:57:31,82.9,9786754.0,813288969.0,0.131,82.95,82.9,65500.0,16500.0,83.1,1.5019999999999998,-24.807,0.727,82.91000000000003,,
2020-08-13 13:57:31,82.9,9794254.0,813910757.0,0.132,82.95,82.9,57000.0,19000.0,83.1,1.5019999999999998,-23.838,0.7240000000000001,82.90000000000003,,
2020-08-13 13:59:26,82.95,9795754.0,814035182.0,0.132,82.95,82.9,58500.0,21000.0,83.1,1.5019999999999998,-23.253,0.72,82.91000000000004,,
2020-08-13 14:01:02,83.0,9869254.0,820132357.0,0.133,83.0,82.95,19500.0,44500.0,83.09899999999998,1.5019999999999998,5.553,0.7170000000000001,82.93000000000004,,
2020-08-13 14:01:02,83.0,9882254.0,821211357.0,0.133,83.0,82.95,37000.0,36500.0,83.09899999999998,1.5019999999999998,6.848,0.7190000000000001,82.95000000000005,,
2020-08-13 14:02:14,82.95,9979254.0,829257507.0,0.134,82.95,82.9,27000.0,25000.0,83.098,1.5019999999999998,5.317,0.7190000000000001,82.96000000000004,,
2020-08-13 14:02:14,82.95,10002754.0,831206832.0,0.134,83.0,82.95,19000.0,51500.0,83.09700000000002,1.5019999999999998,8.042,0.721,82.97000000000003,82.97000000000001,1.4210854715202004e-14
2020-08-13 14:05:15,83.0,10076754.0,837346082.0,0.135,83.0,82.9,64000.0,21000.0,83.096,1.5019999999999998,-4.957,0.72,82.98000000000003,82.96750000000002,0.012500000000017053
2020-08-13 14:05:29,82.95,10076754.0,837346082.0,0.135,82.95,82.9,45500.0,17000.0,83.096,1.5019999999999998,-14.699000000000002,0.72,82.97000000000003,82.96250000000002,0.00750000000000739
