update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio,MA5,MA20,MA diff
2020-08-13 13:43:35,124.0,2010144.0,249726129.0,0.105,124.0,123.9,16100.0,5200.0,124.23200000000001,3.407,46.982,1.018,,,
2020-08-13 13:44:38,123.9,2020244.0,250977539.0,0.106,123.9,123.8,9200.0,2700.0,124.231,3.407,49.911,1.018,,,
2020-08-13 13:44:38,123.9,2020344.0,250989929.0,0.106,123.9,123.8,9400.0,2700.0,124.23100000000001,3.407,50.566,1.012,,,
2020-08-13 13:44:38,123.9,2020944.0,251064269.0,0.106,123.9,123.8,12600.0,3100.0,124.231,3.407,48.33,1.01,,,
2020-08-13 13:47:51,123.9,2022844.0,251299609.0,0.106,123.9,123.8,18700.0,3400.0,124.23,3.407,40.242,1.005,123.92,,
2020-08-13 13:47:51,123.9,2045244.0,254074969.0,0.107,124.0,123.8,14200.0,11200.0,124.227,3.407,46.798,0.999,123.9,,
2020-08-13 13:50:32,124.0,2059644.0,255860569.0,0.10800000000000001,124.1,124.0,7800.0,13400.0,124.225,3.407,29.879,1.005,123.92,,
2020-08-13 13:51:34,124.0,2096244.0,260401379.0,0.11,124.1,123.9,9900.0,10100.0,124.222,3.407,35.91300000000001,1.011,123.94000000000001,,
2020-08-13 13:52:45,123.9,2133344.0,265003379.0,0.11199999999999999,124.0,123.8,22900.0,3500.0,124.219,3.407,32.746,1.034,123.94000000000001,,
2020-08-13 13:52:45,123.9,2133344.0,265003379.0,0.112,123.9,123.8,4900.0,4800.0,124.219,3.407,42.462,1.031,123.94000000000001,,
2020-08-13 13:52:45,123.9,2133344.0,265003379.0,0.11199999999999999,123.9,123.8,17100.0,5000.0,124.219,3.407,38.775999999999996,1.026,123.94000000000001,,
2020-08-13 13:54:53,123.8,2137444.0,265510959.0,0.112,123.9,123.8,22200.0,700.0,124.218,3.407,35.148,1.023,123.9,,
2020-08-13 13:56:55,123.8,2139844.0,265807959.0,0.11199999999999999,123.8,123.7,16500.0,7300.0,124.21799999999999,3.407,42.65600000000001,1.0190000000000001,123.85999999999999,,
2020-08-13 13:56:55,123.8,2139844.0,265807959.0,0.112,123.8,123.7,19000.0,7400.0,124.218,3.407,42.764,1.013,123.83999999999999,,
2020-08-13 13:56:55,123.8,2139844.0,265807959.0,0.11199999999999999,123.8,123.7,23300.0,9600.0,124.21799999999999,3.407,43.909,1.008,123.81999999999998,,
2020-08-13 13:56:55,123.8,2139844.0,265807959.0,0.112,123.8,123.7,25600.0,13800.0,124.218,3.407,42.916,1.005,123.79999999999998,,
2020-08-13 14:01:07,123.8,2140344.0,265869839.0,0.11199999999999999,123.8,123.7,25600.0,11600.0,124.21799999999999,3.407,43.357,1.0,123.79999999999998,,
2020-08-13 14:01:07,123.8,2140444.0,265882219.0,0.112,123.8,123.7,25300.0,11700.0,124.218,3.407,41.972,0.995,123.79999999999998,,
2020-08-13 14:03:08,123.8,2140644.0,265906969.0,0.11199999999999999,123.8,123.7,28100.0,11000.0,124.21799999999999,3.407,39.553000000000004,0.99,123.79999999999998,,
