update_time,last_price,volume,turnover,turnover_rate,ask_price,bid_price,ask_vol,bid_vol,avg_price,amplitude,bid_ask_ratio,volume_ratio,MA5,MA20,MA diff
2020-08-13 13:41:50,43.6,971537.0,42555528.0,0.046,43.65,43.6,7000.0,11000.0,43.802,1.367,-5.013,0.526,,,
2020-08-13 13:41:50,43.6,983037.0,43056928.0,0.046,43.6,43.55,6000.0,16000.0,43.799,1.367,8.831,0.529,,,
2020-08-13 13:41:50,43.6,983037.0,43056928.0,0.046,43.6,43.55,5500.0,14500.0,43.799,1.367,8.509,0.526,,,
2020-08-13 13:46:40,43.55,983537.0,43078703.0,0.046,43.6,43.55,9500.0,14000.0,43.799,1.367,7.976,0.523,,,
2020-08-13 13:46:40,43.55,983537.0,43078703.0,0.046,43.6,43.55,9500.0,26000.0,43.799,1.367,9.196,0.521,43.580000000000005,,
2020-08-13 13:46:40,43.55,984037.0,43100478.0,0.046,43.6,43.55,8500.0,25500.0,43.799,1.367,9.031,0.518,43.57000000000001,,
2020-08-13 13:50:16,43.6,993037.0,43492878.0,0.047,43.65,43.6,9500.0,7500.0,43.797,1.367,-4.1739999999999995,0.52,43.57000000000001,,
2020-08-13 13:50:16,43.6,996037.0,43623678.0,0.047,43.65,43.6,12000.0,4000.0,43.797,1.367,-5.391,0.519,43.57000000000001,,
2020-08-13 13:52:47,43.55,1012037.0,44321678.0,0.047,43.65,43.55,2500.0,25500.0,43.794,1.367,3.8369999999999997,0.52,43.57000000000001,,
2020-08-13 13:52:47,43.55,1012037.0,44321678.0,0.047,43.65,43.55,1500.0,25500.0,43.794,1.367,3.774,0.523,43.57000000000001,,
2020-08-13 13:52:47,43.55,1012037.0,44321678.0,0.047,43.6,43.55,5500.0,26000.0,43.794,1.367,7.305,0.52,43.57000000000001,,
2020-08-13 13:55:24,43.55,1013537.0,44387053.0,0.047,43.6,43.55,5000.0,25500.0,43.794,1.367,8.107999999999999,0.517,43.56000000000001,,
2020-08-13 13:55:24,43.55,1013537.0,44387053.0,0.047,43.6,43.55,6500.0,25500.0,43.794,1.367,7.843,0.515,43.550000000000004,,
2020-08-13 13:55:24,43.55,1013537.0,44387053.0,0.047,43.6,43.55,6500.0,25500.0,43.794,1.367,7.843,0.513,43.55,,
2020-08-13 13:55:24,43.55,1013537.0,44387053.0,0.047,43.6,43.55,5000.0,25500.0,43.794,1.367,8.107999999999999,0.51,43.55,,
2020-08-13 13:55:24,43.55,1013537.0,44387053.0,0.047,43.6,43.55,8000.0,26500.0,43.794,1.367,11.5,0.507,43.55,,
2020-08-13 13:55:24,43.55,1013537.0,44387053.0,0.047,43.6,43.55,9000.0,26500.0,43.794,1.367,11.333,0.505,43.55,,
2020-08-13 14:01:08,43.6,1022537.0,44779453.0,0.048,43.65,43.6,6500.0,4500.0,43.792,1.367,6.9579999999999975,0.507,43.56,,
